image_id,class_id,class_name,x_center,y_center,width,height
googleimages_19,3,barricade,0.760456,0.650237,0.47787,0.658431
googleimages_134,3,barricade,0.668449,0.520693,0.655275,0.666642
googleimages_178,3,barricade,0.473309,0.524722,0.746989,0.839949
googleimages_182,3,barricade,0.448152,0.683132,0.509882,0.587474
googleimages_136,3,barricade,0.506759,0.524795,0.978363,0.92244
googleimages_140,3,barricade,0.503536,0.518945,0.954435,0.833333
googleimages_10,3,barricade,0.500448,0.507455,0.804325,0.826744
googleimages_32,3,barricade,0.448275,0.47375,0.716784,0.6988
googleimages_146,3,barricade,0.4645,0.806931,0.543478,0.384505
googleimages_176,3,barricade,0.495281,0.618161,0.498701,0.748784
googleimages_123,3,barricade,0.431968,0.512307,0.70632,0.942267
googleimages_171,3,barricade,0.502887,0.599893,0.873303,0.58252
googleimages_164,3,barricade,0.493909,0.543782,0.860812,0.910897
googleimages_163,3,barricade,0.541959,0.590719,0.701134,0.775588
googleimages_120,3,barricade,0.531205,0.518123,0.747697,0.854784
googleimages_195,3,barricade,0.553507,0.515666,0.563553,0.749158
googleimages_22,3,barricade,0.502927,0.589977,0.784501,0.658407
googleimages_170,3,barricade,0.4331,0.578117,0.6238,0.843766
googleimages_12,3,barricade,0.504256,0.55609,0.946694,0.88782
googleimages_31,3,barricade,0.498503,0.517763,0.799401,0.809526
googleimages_102,3,barricade,0.381579,0.472692,0.509141,0.458718
googleimages_102,3,barricade,0.776634,0.405865,0.272382,0.328397
googleimages_177,3,barricade,0.254578,0.52803,0.405952,0.460404
googleimages_177,3,barricade,0.712154,0.547841,0.509199,0.503308
googleimages_122,3,barricade,0.442507,0.684861,0.726523,0.501643
googleimages_167,3,barricade,0.28759,0.679447,0.572964,0.641105
googleimages_167,3,barricade,0.797248,0.589947,0.405505,0.580842
googleimages_15,3,barricade,0.480185,0.438945,0.573292,0.371291
googleimages_150,3,barricade,0.295975,0.683153,0.59195,0.633693
googleimages_192,3,barricade,0.523962,0.601466,0.604493,0.648511
googleimages_179,3,barricade,0.502037,0.553634,0.795463,0.721148
googleimages_13,3,barricade,0.485459,0.394319,0.6069,0.401004
googleimages_24,3,barricade,0.646112,0.608915,0.547523,0.635314
googleimages_133,3,barricade,0.544826,0.622056,0.74566,0.750833
googleimages_20,3,barricade,0.420783,0.51159,0.831809,0.759074
googleimages_142,3,barricade,0.514946,0.663321,0.675704,0.603957
googleimages_145,3,barricade,0.430081,0.533623,0.707508,0.932753
googleimages_125,3,barricade,0.492857,0.534695,0.676442,0.759061
googleimages_117,3,barricade,0.744632,0.670753,0.364442,0.336644
googleimages_183,3,barricade,0.568431,0.512377,0.857908,0.825082
googleimages_138,3,barricade,0.602199,0.679033,0.795601,0.569313
googleimages_28,3,barricade,0.829377,0.745933,0.338788,0.311867
googleimages_132,3,barricade,0.646674,0.618029,0.702615,0.752471
googleimages_191,3,barricade,0.277841,0.557817,0.425366,0.806567
googleimages_191,3,barricade,0.773537,0.596717,0.443488,0.794767
googleimages_129,3,barricade,0.238761,0.554375,0.371976,0.447188
googleimages_129,3,barricade,0.728968,0.588229,0.365428,0.366354
googleimages_189,3,barricade,0.482086,0.589171,0.805894,0.764028
googleimages_17,3,barricade,0.30503,0.628637,0.564207,0.561062
googleimages_139,3,barricade,0.55332,0.403477,0.602753,0.516497
googleimages_168,3,barricade,0.503119,0.458745,0.99254,0.739277
googleimages_107,3,barricade,0.42445,0.52891,0.665222,0.714517
googleimages_109,3,barricade,0.11021,0.519729,0.160886,0.326746
googleimages_109,3,barricade,0.411306,0.589826,0.358476,0.513275
googleimages_109,3,barricade,0.769782,0.617082,0.460218,0.666659
googleimages_151,3,barricade,0.504759,0.511606,0.932892,0.869635
googleimages_111,3,barricade,0.47422,0.497513,0.817315,0.65018
googleimages_149,3,barricade,0.500019,0.546158,0.926873,0.739265
googleimages_1,3,barricade,0.534428,0.456309,0.727603,0.783849
googleimages_104,3,barricade,0.439879,0.518905,0.697048,0.922451
googleimages_23,3,barricade,0.492775,0.52966,0.864729,0.848186
googleimages_127,3,barricade,0.272782,0.69633,0.432981,0.498349
googleimages_127,3,barricade,0.767028,0.677355,0.404003,0.467003
googleimages_185,3,barricade,0.5053,0.582526,0.867298,0.603975
googleimages_144,3,barricade,0.557628,0.645192,0.51682,0.683171
googleimages_11,3,barricade,0.452537,0.500781,0.881658,0.92574
googleimages_156,3,barricade,0.515099,0.481804,0.940066,0.747522
googleimages_143,3,barricade,0.476183,0.48844,0.79844,0.793739
googleimages_158,3,barricade,0.569325,0.485133,0.743246,0.798702
googleimages_105,3,barricade,0.659223,0.632165,0.484908,0.664331
googleimages_58,3,barricade,0.207193,0.821378,0.344982,0.231026
googleimages_58,3,barricade,0.601263,0.850968,0.383789,0.183284
googleimages_55,3,barricade,0.460496,0.591291,0.751479,0.672082
googleimages_43,3,barricade,0.450741,0.692349,0.394144,0.366588
googleimages_43,3,barricade,0.887519,0.612165,0.224962,0.244383
googleimages_43,3,barricade,0.129192,0.68853,0.254468,0.374226
googleimages_66,3,barricade,0.465025,0.581765,0.345665,0.185204
googleimages_78,3,barricade,0.541889,0.405049,0.642667,0.547832
googleimages_83,3,barricade,0.472059,0.563135,0.735255,0.87373
googleimages_72,3,barricade,0.318917,0.594109,0.203467,0.244391
googleimages_72,3,barricade,0.56775,0.586467,0.288367,0.259674
googleimages_72,3,barricade,0.853042,0.582652,0.293917,0.252043
googleimages_52,3,barricade,0.441087,0.49776,0.787826,0.77136
googleimages_35,3,barricade,0.541386,0.549289,0.827468,0.864895
googleimages_64,3,barricade,0.29658,0.588453,0.537385,0.586164
googleimages_64,3,barricade,0.777112,0.595128,0.423678,0.599514
googleimages_86,3,barricade,0.470038,0.572152,0.573709,0.41049
googleimages_5,3,barricade,0.433511,0.555551,0.775955,0.888897
googleimages_84,3,barricade,0.545503,0.619949,0.464698,0.672072
googleimages_40,3,barricade,0.393367,0.468161,0.331261,0.521226
googleimages_40,3,barricade,0.78033,0.501552,0.436934,0.55751
googleimages_37,3,barricade,0.461515,0.488099,0.777239,0.780903
googleimages_88,3,barricade,0.442545,0.554961,0.629018,0.658686
googleimages_59,3,barricade,0.484171,0.563508,0.741837,0.66063
googleimages_99,3,barricade,0.227351,0.654231,0.327113,0.32267
googleimages_99,3,barricade,0.818959,0.598869,0.156598,0.116471
googleimages_68,3,barricade,0.638633,0.548131,0.471184,0.644332
googleimages_68,3,barricade,0.22883,0.590682,0.338421,0.571395
googleimages_92,3,barricade,0.538881,0.539715,0.900486,0.694991
googleimages_67,3,barricade,0.229833,0.677116,0.431451,0.374232
googleimages_67,3,barricade,0.728962,0.712431,0.478817,0.395239
googleimages_94,3,barricade,0.456184,0.534891,0.832895,0.72365
googleimages_63,3,barricade,0.753772,0.694393,0.492455,0.347484
googleimages_73,3,barricade,0.494509,0.5225,0.491809,0.792368
googleimages_76,3,barricade,0.525974,0.555,0.816104,0.864886
googleimages_53,3,barricade,0.411807,0.544436,0.257996,0.31314
googleimages_79,3,barricade,0.552275,0.613218,0.791509,0.42959
googleimages_51,3,barricade,0.511233,0.511099,0.860546,0.809548
googleimages_9,3,barricade,0.500606,0.555921,0.810452,0.505963
googleimages_85,3,barricade,0.52375,0.584595,0.810731,0.83081
googleimages_90,3,barricade,0.439459,0.568382,0.781475,0.693071
googleimages_47,3,barricade,0.314128,0.586029,0.600623,0.827941
googleimages_47,3,barricade,0.685062,0.446029,0.241371,0.486872
googleimages_47,3,barricade,0.865249,0.329572,0.139034,0.315027
googleimages_38,3,barricade,0.682703,0.736295,0.375167,0.364682
googleimages_38,3,barricade,0.205048,0.730568,0.387225,0.376136
googleimages_71,3,barricade,0.558872,0.470089,0.692569,0.694974
googleimages_7,3,barricade,0.73208,0.687615,0.535841,0.502144
googleimages_7,3,barricade,0.151889,0.624606,0.204159,0.231007
googleimages_60,3,barricade,0.458605,0.548278,0.822177,0.844102
googleimages_98,3,barricade,0.403731,0.564539,0.727462,0.853455
googleimages_6,3,barricade,0.511,0.510154,0.869102,0.63961
googleimages_8,3,barricade,0.50738,0.496774,0.843742,0.607158
googleimages_65,3,barricade,0.503235,0.634169,0.877122,0.563238
googleimages_49,3,barricade,0.350935,0.684845,0.651702,0.595711
googleimages_4,3,barricade,0.559749,0.511266,0.319438,0.879873
googleimages_4,3,barricade,0.864231,0.3575,0.271538,0.52538
googleimages_4,3,barricade,0.178905,0.392753,0.246568,0.446392
googleimages_42,3,barricade,0.536842,0.667606,0.485179,0.561347
googleimages_97,3,barricade,0.451528,0.558739,0.849414,0.845812
googleimages_48,3,barricade,0.433941,0.542444,0.694825,0.915112
googleimages_74,3,barricade,0.489275,0.552036,0.51455,0.700727
googleimages_44,3,barricade,0.437223,0.538759,0.638399,0.799976
googleimages_80,3,barricade,0.539892,0.562597,0.700457,0.866824
googleimages_69,3,barricade,0.51498,0.420439,0.732045,0.555612
googleimages_93,3,barricade,0.382596,0.534075,0.599231,0.777055
googleimages_46,3,barricade,0.415689,0.674376,0.787525,0.651247
googleimages_50,3,barricade,0.519231,0.523517,0.9245,0.794264
googleimages_89,3,barricade,0.460544,0.626614,0.733891,0.658725
googleimages_54,3,barricade,0.315661,0.448924,0.191366,0.202361
googleimages_54,3,barricade,0.924901,0.428889,0.150198,0.150833
googleimages_87,3,barricade,0.498267,0.554909,0.851485,0.761818
googleimages_96,3,barricade,0.511114,0.553961,0.946236,0.838187
googleimages_56,3,barricade,0.345778,0.753592,0.388571,0.22912
googleimages_56,3,barricade,0.752968,0.757419,0.400984,0.244399
googleimages_61,3,barricade,0.342573,0.517751,0.544444,0.652963
googleimages_95,3,barricade,0.643732,0.421217,0.474324,0.559439
googleimages_95,3,barricade,0.276341,0.382086,0.315628,0.404759
googleimages_41,3,barricade,0.291907,0.604511,0.419979,0.395223
googleimages_41,3,barricade,0.725268,0.600698,0.435485,0.39905
googleimages_36,3,barricade,0.214394,0.897583,0.249945,0.148917
googleimages_36,3,barricade,0.499669,0.888146,0.325675,0.168208
googleimages_36,3,barricade,0.817782,0.884313,0.310551,0.168208
googleimages_77,3,barricade,0.491629,0.48434,0.681854,0.717872
googleimages_39,3,barricade,0.51248,0.621735,0.910117,0.694898
googleimages_75,3,barricade,0.454628,0.510065,0.724078,0.553677
googleimages_70,3,barricade,0.51164,0.536849,0.784903,0.832437
googleimages_62,3,barricade,0.475929,0.524369,0.83627,0.820998
googleimages_57,3,barricade,0.473292,0.650011,0.941618,0.699978
googleimages_81,3,barricade,0.329069,0.639077,0.506186,0.609464
googleimages_45,3,barricade,0.466988,0.386985,0.597739,0.570882
googleimages_91,3,barricade,0.510665,0.507233,0.935092,0.748458
googleimages_82,3,barricade,0.302354,0.603621,0.398357,0.49257
googleimages_82,3,barricade,0.639805,0.586449,0.283398,0.408598
googleimages_82,3,barricade,0.861741,0.574042,0.176407,0.357056
img_023,2,animal,0.568333,0.608333,0.272222,0.433333
img_023,2,animal,0.79,0.624167,0.266667,0.448333
img_024,2,animal,0.204375,0.54878,0.39625,0.5197
img_024,2,animal,0.596875,0.587242,0.32625,0.769231
picture (1),1,thela,0.309353,0.361111,0.340528,0.305556
picture (2),1,thela,0.903646,0.355809,0.144097,0.205394
picture (3),1,thela,0.482234,0.562847,0.64467,0.338262
picture (4),1,thela,0.467093,0.642241,0.656307,0.387931
img_025,2,animal,0.303125,0.540278,0.564583,0.380556
img_025,2,animal,0.802083,0.406944,0.395833,0.280556
picture (5),1,thela,0.241892,0.452859,0.432432,0.454405
picture (6),1,thela,0.645833,0.360308,0.385417,0.250482
picture (7),1,thela,0.583618,0.557416,0.552901,0.301435
img_026,2,animal,0.11875,0.629861,0.229687,0.306944
img_026,2,animal,0.417969,0.627778,0.176563,0.208333
img_026,2,animal,0.294141,0.613889,0.142969,0.158333
picture (8),1,thela,0.252363,0.71582,0.451796,0.404297
img_027,2,animal,0.605442,0.472028,0.260204,0.328671
img_027,2,animal,0.746599,0.320979,0.05102,0.090909
picture (9),1,thela,0.73548,0.774793,0.407828,0.38843
img_028,2,animal,0.508594,0.605556,0.132812,0.547222
picture (10),1,thela,0.751973,0.666985,0.466742,0.601145
picture (11),1,thela,0.251748,0.659609,0.377622,0.570033
picture (12),1,thela,0.497765,0.787809,0.743017,0.396605
img_029,2,animal,0.60125,0.687034,0.245833,0.092399
picture (13),1,thela,0.658943,0.470793,0.223577,0.349096
picture (13),1,thela,0.291057,0.574409,0.55122,0.703755
picture (14),1,thela,0.76236,0.559202,0.450562,0.564994
picture (14),1,thela,0.411798,0.407336,0.255056,0.407979
img_030,2,animal,0.268333,0.454815,0.253333,0.82963
picture (15),1,thela,0.676393,0.588129,0.572944,0.420863
picture (16),1,thela,0.675,0.472222,0.411538,0.519324
img_031,2,animal,0.400174,0.550829,0.316551,0.112461
img_031,2,animal,0.739294,0.543885,0.374421,0.132909
picture (17),1,thela,0.257989,0.659348,0.356976,0.429178
picture (18),1,thela,0.492443,0.467818,0.282116,0.260597
picture (18),1,thela,0.870277,0.66719,0.246851,0.511774
picture (19),1,thela,0.272254,0.681502,0.479769,0.414465
img_032,2,animal,0.441406,0.645833,0.880859,0.25
picture (20),1,thela,0.20743,0.515829,0.396285,0.353818
picture (20),1,thela,0.605263,0.364991,0.386997,0.346369
img_033,2,animal,0.32375,0.59176,0.105,0.11985
img_033,2,animal,0.528125,0.620787,0.09625,0.09176
picture (21),1,thela,0.459071,0.561512,0.536136,0.484199
picture (22),1,thela,0.791312,0.570485,0.318569,0.422907
picture (22),4,rickshaw,0.285349,0.520925,0.267462,0.381057
img_034,2,animal,0.356667,0.811111,0.158333,0.274074
img_034,2,animal,0.4275,0.726667,0.121667,0.22963
img_034,2,animal,0.20625,0.632593,0.124167,0.198519
picture (23),1,thela,0.756388,0.491597,0.255537,0.394958
picture (24),1,thela,0.613027,0.571864,0.427203,0.381242
img_035,2,animal,0.421667,0.348889,0.535,0.54963
picture (25),1,thela,0.264463,0.733287,0.347107,0.44429
picture (25),4,rickshaw,0.62562,0.303621,0.196694,0.253482
picture (25),4,rickshaw,0.355372,0.243733,0.152066,0.197772
picture (26),1,thela,0.730248,0.53528,0.413093,0.326034
img_036,2,animal,0.378125,0.578652,0.45875,0.782772
img_036,2,animal,0.6425,0.493446,0.4,0.717228
picture (27),1,thela,0.238166,0.706813,0.363905,0.425791
picture (27),4,rickshaw,0.536982,0.323601,0.37574,0.340633
picture (28),1,thela,0.314536,0.450102,0.488722,0.391039
picture (29),1,thela,0.809976,0.573048,0.278702,0.453401
picture (29),4,rickshaw,0.298892,0.43262,0.227237,0.439547
picture (29),4,rickshaw,0.579968,0.656171,0.444181,0.602015
picture (30),1,thela,0.647114,0.735453,0.530726,0.355886
picture (30),4,rickshaw,0.146182,0.407984,0.154562,0.166441
picture (30),2,animal,0.065177,0.501353,0.126629,0.179973
img_037,2,animal,0.721,0.680404,0.272,0.545879
img_037,2,animal,0.8715,0.661742,0.201,0.477449
img_037,2,animal,0.413,0.515552,0.128,0.328149
img_037,2,animal,0.256,0.46112,0.082,0.228616
img_037,2,animal,0.0475,0.395801,0.063,0.144635
img_037,2,animal,0.169,0.436236,0.07,0.194401
picture (31),1,thela,0.277895,0.665738,0.505263,0.470752
picture (32),1,thela,0.679315,0.804545,0.316964,0.310909
picture (32),4,rickshaw,0.271577,0.513636,0.171131,0.201818
img_038,2,animal,0.335,0.616604,0.325,0.654851
picture (33),1,thela,0.236926,0.772408,0.422625,0.391916
picture (33),1,thela,0.314835,0.47188,0.377801,0.289982
picture (34),1,thela,0.846884,0.5317,0.260638,0.521614
img_039,2,animal,0.249333,0.552605,0.132,0.173347
img_039,2,animal,0.730167,0.722695,0.079,0.118737
img_039,2,animal,0.5135,0.477956,0.357,0.315631
img_039,2,animal,0.323333,0.895792,0.242,0.103206
img_039,2,animal,0.852667,0.91984,0.105333,0.160321
picture (35),1,thela,0.349409,0.703145,0.498031,0.457405
picture (35),1,thela,0.554134,0.384666,0.320866,0.260813
picture (35),4,rickshaw,0.809547,0.489515,0.24311,0.407602
img_040,2,animal,0.77002,0.785452,0.3125,0.289493
picture (36),1,thela,0.834737,0.533582,0.330526,0.36194
picture (36),4,rickshaw,0.405263,0.51306,0.477895,0.563433
img_041,2,animal,0.862978,0.407583,0.200264,0.597156
picture (37),1,thela,0.332504,0.724673,0.60199,0.413399
picture (38),1,thela,0.741667,0.59379,0.398718,0.371356
picture (38),4,rickshaw,0.378205,0.621673,0.482051,0.584284
img_042,2,animal,0.510625,0.636704,0.17625,0.220974
img_042,2,animal,0.58,0.457865,0.0825,0.159176
picture (39),1,thela,0.232764,0.707778,0.372292,0.54
picture (39),4,rickshaw,0.90348,0.487222,0.19304,0.345556
picture (40),1,thela,0.255291,0.636146,0.386243,0.514331
picture (40),1,thela,0.57209,0.463376,0.17328,0.315287
img_043,2,animal,0.2125,0.643333,0.1125,0.362222
img_043,2,animal,0.359063,0.713333,0.160625,0.22
img_043,2,animal,0.620625,0.692778,0.19625,0.343333
img_043,2,animal,0.466875,0.656111,0.09625,0.318889
picture (41),1,thela,0.509352,0.585774,0.724439,0.55788
picture (42),1,thela,0.37004,0.740964,0.656746,0.452355
picture (43),1,thela,0.767677,0.582599,0.412121,0.389868
img_044,2,animal,0.257053,0.461661,0.139106,0.151331
img_044,2,animal,0.439887,0.394097,0.265191,0.247685
img_044,2,animal,0.698351,0.405382,0.213108,0.250579
picture (44),1,thela,0.458384,0.641562,0.651387,0.635983
img_045,2,animal,0.497442,0.507143,0.15601,0.178571
img_045,2,animal,0.167519,0.517857,0.237852,0.221429
picture (45),1,thela,0.262274,0.545198,0.447028,0.451977
picture (46),1,thela,0.655597,0.681487,0.548585,0.53207
img_046,2,animal,0.289744,0.508929,0.117949,0.125
img_046,2,animal,0.480769,0.496429,0.135897,0.128571
img_046,2,animal,0.665385,0.494643,0.089744,0.117857
picture (47),1,thela,0.681748,0.467967,0.559816,0.454039
picture (47),4,rickshaw,0.170245,0.490947,0.337423,0.416435
img_047,2,animal,0.332386,0.674121,0.198864,0.089457
picture (48),1,thela,0.157649,0.593269,0.300373,0.332692
picture (49),1,thela,0.275449,0.683514,0.483034,0.493381
picture (50),1,thela,0.78955,0.589313,0.371553,0.40916
picture (50),1,thela,0.387518,0.367939,0.214804,0.232061
img_048,2,animal,0.172727,0.567568,0.303896,0.42471
img_048,2,animal,0.446753,0.608108,0.296104,0.451737
img_048,2,animal,0.771429,0.550193,0.368831,0.428571
picture (51),1,thela,0.286885,0.649626,0.461358,0.551122
picture (52),1,thela,0.289963,0.610998,0.390335,0.468432
picture (52),4,rickshaw,0.803903,0.488798,0.202602,0.329939
img_049,2,animal,0.202046,0.639286,0.148338,0.164286
img_049,2,animal,0.565217,0.55,0.071611,0.171429
img_049,2,animal,0.671355,0.560714,0.130435,0.171429
picture (53),1,thela,0.131167,0.641496,0.259928,0.347507
picture (53),1,thela,0.595066,0.35044,0.119134,0.205279
picture (54),1,thela,0.505848,0.589869,0.918129,0.486928
img_050,2,animal,0.332357,0.56785,0.318359,0.365272
img_051,2,animal,0.473828,0.446667,0.336719,0.543333
picture (55),1,thela,0.798712,0.708575,0.335622,0.432213
img_052,2,animal,0.261254,0.672932,0.339228,0.601504
img_052,2,animal,0.707797,0.576128,0.074759,0.362782
picture (56),1,thela,0.346739,0.595294,0.236957,0.301176
picture (56),1,thela,0.73587,0.568235,0.31087,0.388235
picture (57),1,thela,0.384115,0.732274,0.403646,0.388753
img_053,2,animal,0.409953,0.31569,0.246445,0.177694
picture (58),1,thela,0.632639,0.73374,0.369444,0.364499
picture (58),1,thela,0.278472,0.602304,0.2875,0.5
picture (59),1,thela,0.21875,0.632609,0.340278,0.365217
img_054,2,animal,0.655012,0.552281,0.475524,0.420152
picture (60),1,thela,0.23913,0.628916,0.417769,0.501205
picture (61),1,thela,0.291367,0.706954,0.455036,0.502208
picture (61),4,rickshaw,0.828237,0.312914,0.124101,0.266004
img_055,2,animal,0.400701,0.488166,0.623832,0.376726
img_055,2,animal,0.864486,0.434911,0.271028,0.317554
picture (62),1,thela,0.702509,0.635504,0.397849,0.426471
picture (63),1,thela,0.764815,0.58351,0.392593,0.346723
img_056,2,animal,0.37296,0.523284,0.4662,0.502451
picture (64),1,thela,0.253874,0.668644,0.317044,0.381356
picture (65),1,thela,0.227011,0.427273,0.293103,0.293506
picture (66),1,thela,0.722793,0.773109,0.308008,0.27451
img_057,2,animal,0.282558,0.772951,0.518605,0.34918
img_057,2,animal,0.680233,0.693443,0.127907,0.222951
img_057,2,animal,0.869767,0.708197,0.227907,0.268852
img_058,2,animal,0.162322,0.707565,0.300948,0.341328
img_058,2,animal,0.597156,0.678967,0.274882,0.394834
img_058,2,animal,0.707346,0.476015,0.101896,0.188192
img_058,2,animal,0.832938,0.350554,0.101896,0.066421
img_059,2,animal,0.455399,0.321121,0.201878,0.224138
img_059,2,animal,0.921362,0.747845,0.157277,0.323276
img_060,2,animal,0.417453,0.559913,0.108491,0.143791
img_060,2,animal,0.583726,0.586057,0.195755,0.143791
picture (67),1,thela,0.226328,0.560606,0.337182,0.440559
picture (67),4,rickshaw,0.721709,0.693473,0.515012,0.594406
img_061,2,animal,0.496429,0.593023,0.235714,0.127907
img_061,2,animal,0.729762,0.606589,0.140476,0.108527
img_061,2,animal,0.879762,0.639535,0.188095,0.108527
picture (68),4,rickshaw,0.265031,0.6581,0.306748,0.362928
picture (69),1,thela,0.153169,0.641809,0.288732,0.437653
img_062,2,animal,0.371703,0.498876,0.263789,0.085393
img_062,2,animal,0.688249,0.432584,0.148681,0.065169
picture (70),1,thela,0.249035,0.661329,0.349807,0.428233
picture (71),1,thela,0.156397,0.657534,0.232418,0.453577
img_063,2,animal,0.371429,0.376972,0.271429,0.280757
picture (72),1,thela,0.814134,0.600579,0.28848,0.413893
picture (72),4,rickshaw,0.272991,0.3589,0.154889,0.384949
picture (73),1,thela,0.123801,0.694409,0.23714,0.425667
picture (73),1,thela,0.316478,0.580686,0.172624,0.302414
picture (73),1,thela,0.410201,0.491105,0.133391,0.189327
picture (73),1,thela,0.944638,0.44028,0.079337,0.166455
img_064,2,animal,0.804228,0.614583,0.306985,0.666667
img_064,2,animal,0.386029,0.591146,0.238971,0.807292
picture (74),1,thela,0.597025,0.61794,0.219547,0.295681
picture (74),1,thela,0.711756,0.435216,0.213881,0.152824
picture (74),4,rickshaw,0.251416,0.651163,0.42068,0.611296
img_065,2,animal,0.505051,0.71408,0.983165,0.439655
img_066,2,animal,0.449814,0.738806,0.509294,0.522388
img_067,2,animal,0.543478,0.625205,0.402647,0.376432
picture (75),1,thela,0.229341,0.596615,0.31497,0.352609
picture (75),1,thela,0.324551,0.365303,0.155689,0.132581
img_068,2,animal,0.255051,0.34,0.419192,0.44
picture (76),1,thela,0.263158,0.766489,0.308612,0.392553
picture (77),1,thela,0.815684,0.515779,0.245308,0.313609
picture (77),4,rickshaw,0.319705,0.415187,0.197051,0.416174
img_069,2,animal,0.384892,0.567358,0.179856,0.378238
img_069,2,animal,0.643885,0.621762,0.323741,0.435233
picture (78),1,thela,0.174475,0.408854,0.200323,0.293403
picture (79),1,thela,0.852153,0.726658,0.245933,0.324763
picture (79),4,rickshaw,0.286124,0.769959,0.422967,0.451962
img_002,2,animal,0.6875,0.478705,0.422727,0.90971
img_002,2,animal,0.435795,0.357751,0.130682,0.446337
img_003,2,animal,0.573177,0.608796,0.306771,0.367593
img_004,2,animal,0.410364,0.6855,0.333333,0.123
picture (80),1,thela,0.51265,0.363871,0.077799,0.154839
picture (80),1,thela,0.237192,0.546452,0.246679,0.455484
picture (80),0,pothole,0.535737,0.666452,0.125237,0.310968
